time,amplitude
0.0,26.113930424962756
0.001,13.12634163993405
0.002,0.615858057295571
0.003,-6.702656439532586
0.004,32.01262315024129
0.005,9.537522408656748
0.006,-19.177817418453063
0.007,-45.83350407312062
0.008,6.226880582180113
0.009000000000000001,16.70029742130142
0.01,-21.122193863491212
0.011,-12.932586455532011
0.012,42.38963365924801
0.013000000000000001,7.9723367407993635
0.014,3.4178236417058194
0.015,0.5919750545159868
0.016,-5.232981320884433
0.017,3.066496778365609
0.018000000000000002,4.330209982032253
0.019,45.939468985601785
0.02,21.870152962981997
0.021,-30.917719045310076
0.022,6.368128294800746
0.023,-3.096742885578455
0.024,10.894519174201026
0.025,-15.81610430477865
0.026000000000000002,-19.164916276762423
0.027,-1.6944409874387723
0.028,-19.16767393356952
0.029,-14.147630946808203
0.03,13.412050814536766
0.031,-2.542039008606824
0.032,-19.083950053410824
0.033,24.77025308317173
0.034,-8.192792007777927
0.035,-7.94946976743146
0.036000000000000004,1.900632526030973
0.037,-23.080556146296612
0.038,-2.610458661153473
0.039,8.424486180658102
0.04,-24.554059339247708
0.041,8.391012230223723
0.042,-11.319183285938513
0.043000000000000003,10.167940333901127
0.044,7.504781001752493
0.045,-16.652630496861253
0.046,-2.8333784250760354
0.047,-5.451455006866011
0.048,-11.604915649919327
0.049,35.638416012533604
0.05,21.344081267896357
0.051000000000000004,-18.223076275376897
0.052000000000000005,1.8348637071533496
0.053,-18.37613880406395
0.054,13.19136957275856
0.055,4.889285227148324
0.056,-17.14041804246538
0.057,-7.706879331303143
0.058,11.952582338402776
0.059000000000000004,-16.702544618437923
0.06,-2.0787971844738897
0.061,-24.91705377861867
0.062,9.672560238851075
0.063,11.627228875627926
0.064,-2.703350630593645
0.065,-5.43638801280528
0.066,-6.988569260565476
0.067,7.752571322867472
0.068,-15.597258986949681
0.069,22.667212797671787
0.07,18.576441481564583
0.07100000000000001,20.671984871965076
0.07200000000000001,3.389849995067136
0.073,3.6721911938004643
0.074,2.8338595378327773
0.075,6.962324034193955
0.076,10.42212941092688
0.077,-9.016416319991617
0.078,6.055310321369656
0.079,0.5628957510822155
0.08,-21.25759733205829
0.081,-9.764320692758753
0.082,-18.529436686376386
0.083,-18.572357607195936
0.084,11.04992617160092
0.085,-30.307153802078574
0.08600000000000001,5.776271428908686
0.08700000000000001,0.9246548507913699
0.088,-0.7961436430589208
0.089,12.398341230242883
0.09,27.808065122504644
0.091,31.380096866976814
0.092,15.324590679441293
0.093,-13.176278207822548
0.094,2.132452622144393
0.095,16.5496132983394
0.096,-25.300060713839635
0.097,-12.484403641666745
0.098,-31.83475437996478
0.099,2.750998496291005
0.1,-31.291486031043533
0.101,-17.226952338696226
0.10200000000000001,34.10992076093426
0.10300000000000001,7.692767093365415
0.10400000000000001,27.34272010165912
0.105,-7.27476074013274
0.106,0.012535376389842812
0.107,-29.570069542864847
0.108,17.00062316018869
0.109,16.790156013137565
0.11,8.551963452801113
0.111,8.392188679664985
0.112,-23.96877055822345
0.113,-21.031708913524653
0.114,-16.453346703966332
0.115,11.200079873827328
0.116,-21.123941519971552
0.117,31.991614912559335
0.11800000000000001,-3.128758180757432
0.11900000000000001,3.7203873168621437
0.12,5.2511782406303755
0.121,27.256042485926535
0.122,-2.287147965739397
0.123,6.095093942941135
0.124,11.572304830932389
0.125,24.446001019145545
0.126,26.779851530444766
0.127,12.216860606088908
0.128,-3.8513171111282816
0.129,-12.899365698504244
0.13,-15.06143252285085
0.131,-3.146845222144192
0.132,-1.7115964616255932
0.133,-22.758158949525747
0.134,-3.314049401645574
0.135,-2.2409247263058423
0.136,21.65359064898733
0.137,-2.123009939964053
0.138,3.879779697903226
0.139,1.4146579727803477
0.14,-2.7879556121681017
0.14100000000000001,31.488243051046297
0.14200000000000002,-3.548496477154341
0.14300000000000002,16.55445871777996
0.14400000000000002,-19.62935932655617
0.145,7.220749536315216
0.146,-4.015075606243812
0.147,-8.381824876484675
0.148,8.78994507475655
0.149,13.110696617965496
0.15,-2.6586662982546727
0.151,-9.135097026522997
0.152,-1.9102463977199196
0.153,-7.608318301103236
0.154,-40.07442644905537
0.155,16.087776140321694
0.156,-3.71647328971843
0.157,-12.130529405258102
0.158,22.31966864936963
0.159,-22.05836711333099
0.16,-12.273413675513956
0.161,-13.487710197446006
0.162,-1.9065552908579533
0.163,0.7316302502790502
0.164,-4.561953098870045
0.165,2.28348610953148
0.166,-31.211201182699508
0.167,1.0119584553791217
0.168,37.41508215345044
0.169,33.85374067886858
0.17,0.9432370779076703
0.171,25.577004518095553
0.17200000000000001,16.464743014315864
0.17300000000000001,12.011254158185075
0.17400000000000002,-16.520527040535214
0.17500000000000002,-22.025871844379004
0.176,1.5630792821539963
0.177,-6.225076272942982
0.178,47.460620471209126
0.179,-27.675667294225207
0.18,7.877754130298136
0.181,1.163573923923995
0.182,-9.310706187436546
0.183,-14.980160806691089
0.184,-5.8559770760334375
0.185,16.44847745053253
0.186,0.17140841473321589
0.187,15.658678366130651
0.188,-34.16324292525095
0.189,20.765944404009645
0.19,7.897033380867576
0.191,-15.055155404656054
0.192,-7.439795181746757
0.193,5.608783560265446
0.194,-16.167187401816214
0.195,-17.76817731263976
0.196,3.503270100129173
0.197,4.524751255959322
0.198,-2.463522230465866
0.199,-25.535557227902725
0.2,0.11014715285710719
0.201,-26.611742782940972
0.202,15.321753140304644
0.203,-38.7926037765366
0.20400000000000001,1.2245024038070635
0.20500000000000002,1.3216044436978318
0.20600000000000002,-14.596436286105998
0.20700000000000002,-8.14010085786132
0.20800000000000002,-21.066926126071728
0.209,37.81251324132538
0.21,-32.18600375085719
0.211,23.3493084133749
0.212,26.261989576693274
0.213,-17.017794041099684
0.214,-12.378087235969861
0.215,-17.378637541649333
0.216,11.643707427998043
0.217,-31.981253143832074
0.218,-0.08391991777842284
0.219,-16.65667172492734
0.22,12.563529940756755
0.221,4.638946081217268
0.222,-17.84346340195477
0.223,10.72541610106925
0.224,18.59811001794789
0.225,30.466536047419087
0.226,-5.638552435293299
0.227,-28.153125121909717
0.228,15.927114194082826
0.229,38.957839021977
0.23,2.0276352965786293
0.231,-6.420148545114326
0.232,17.187489173535685
0.233,0.3094040108957603
0.234,17.820491762030183
0.23500000000000001,30.39036567192962
0.23600000000000002,18.909422442002953
0.23700000000000002,-5.189904019570181
0.23800000000000002,-10.476359322296553
0.23900000000000002,26.098728534949316
0.24,13.963455757916352
0.241,-11.348871760204887
0.242,2.7922513081831166
0.243,-21.742605126652933
0.244,-36.45419369504166
0.245,25.291700432547096
0.246,-21.300420105681532
0.247,4.806686588034252
0.248,2.088126075295511
0.249,-5.594367932677263
0.25,1.366291152074649
0.251,-7.233972823560018
0.252,6.331154198988919
0.253,14.665311778143035
0.254,1.1717960853934917
0.255,7.951090670738355
0.256,24.01491182315307
0.257,-19.98373207126151
0.258,14.091823439407769
0.259,10.353363699986499
0.26,15.827365312317209
0.261,-2.743978582707384
0.262,5.374927785121048
0.263,-36.36746667741942
0.264,-6.789761732193602
0.265,-9.800410059681132
0.266,-3.0687264543594286
0.267,-12.55556120421026
0.268,-6.0131447699301175
0.269,8.511876589467793
0.27,-0.3448999860282814
0.271,-28.27282837510049
0.272,-13.257885064822053
0.273,-32.2194404516324
0.274,-9.380989651360867
0.275,-3.810273648626417
0.276,32.29555773572323
0.277,13.502501559704408
0.278,-19.037967750935533
0.279,-19.98648877835216
0.28,-21.042372559376297
0.281,1.0659275981787524
0.28200000000000003,5.540074466454834
0.28300000000000003,-40.307822866109206
0.28400000000000003,0.11097415066857907
0.28500000000000003,6.98711127227726
0.28600000000000003,23.688824458889364
0.28700000000000003,6.214508625616169
0.28800000000000003,-12.673196290686429
0.289,-21.126353343140778
0.29,-11.203038265670848
0.291,6.571480199222689
0.292,14.572521481008172
0.293,1.8037881213294218
0.294,21.48677428297826
0.295,2.3506758365078424
0.296,26.39548021085536
0.297,-12.206896555957286
0.298,14.825129594506823
0.299,33.2543504272167
0.3,-13.682169297331235
0.301,23.92334304891824
0.302,9.16958068787423
0.303,-27.05829726287289
0.304,-27.68843049695758
0.305,0.4906420504534623
0.306,-11.918078494988842
0.307,2.8670347648364984
0.308,9.986058384182867
0.309,-8.727017556425123
0.31,3.837156675842738
0.311,1.2496430432433963
0.312,-18.160587459584725
0.313,-18.228259306930585
0.314,9.180029861509935
0.315,6.786819109973612
0.316,-15.35262189070678
0.317,9.843923007219324
0.318,-31.971158692420467
0.319,-16.84663452537278
0.32,-8.29465766036849
0.321,-5.2883689375767515
0.322,6.497782189739808
0.323,3.5236350846192033
0.324,4.609594379466978
0.325,5.225864219232309
0.326,7.4620234266016645
0.327,6.274632628178293
0.328,18.26790874635828
0.329,-11.051548658180069
0.33,7.29098666976371
0.331,4.121383234753155
0.332,6.377684818599708
0.333,-30.493220658557984
0.334,-9.856680058219743
0.335,52.521159029570526
0.336,-7.117454725292251
0.337,18.480765991924876
0.338,23.791614199156975
0.339,-3.5875354395368455
0.34,-9.918699246766016
0.341,18.872816724540094
0.342,-14.19795308375382
0.343,3.986367332762531
0.34400000000000003,-18.982370967179946
0.34500000000000003,-17.178259822655953
0.34600000000000003,8.41536535279848
0.34700000000000003,-14.906218114565098
0.34800000000000003,8.939125804813393
0.34900000000000003,-10.739119502483398
0.35000000000000003,-2.8259828477444846
0.35100000000000003,-18.89924271412565
0.352,-20.43210324046913
0.353,-18.624410035358842
0.354,-16.575638275800905
0.355,7.598603729543778
0.356,14.491623032346356
0.357,37.5268593312554
0.358,-16.322292826763416
0.359,31.27688835458841
0.36,-18.988659341534742
0.361,26.115133342627683
0.362,10.145401624702409
0.363,0.8892434075778061
0.364,-5.340356223174554
0.365,20.014837016075855
0.366,-9.845073540464089
0.367,8.388522574872521
0.368,32.86254941176779
0.369,-5.502844564809483
0.37,-2.413224415901917
0.371,12.77484548633503
0.372,-32.879922594366036
0.373,2.927375470140576
0.374,9.405531117309234
0.375,34.64343268647649
0.376,34.561504833010254
0.377,0.7908795759609673
0.378,7.083425557627658
0.379,26.425946574535356
0.38,-7.910951710292834
0.381,33.93185794978775
0.382,-7.268269294349526
0.383,-12.094655782272167
0.384,-22.506651633846502
0.385,8.380489426857372
0.386,16.6051778780913
0.387,14.004907782839478
0.388,-24.362837985231955
0.389,-4.520977539995575
0.39,31.351154066376658
0.391,7.244162202935462
0.392,-15.487099349974237
0.393,6.873992658419144
0.394,-4.602431469058272
0.395,13.083988077268582
0.396,-14.147101761788424
0.397,-7.81148035047247
0.398,2.172465422278248
0.399,19.30421246942576
0.4,-12.883898376998188
0.401,29.761626470214598
0.402,41.55382586629523
0.403,-33.037502052803255
0.404,28.602274293347868
0.405,-7.744282031756095
0.406,10.222136734921783
0.40700000000000003,-6.256879714168225
0.40800000000000003,-0.7326239045259955
0.40900000000000003,-7.575192771833273
0.41000000000000003,26.662726084593565
0.41100000000000003,2.0159442289715495
0.41200000000000003,-9.9454492230732
0.41300000000000003,13.293383544325875
0.41400000000000003,-0.28698015072726246
0.41500000000000004,17.311421897394673
0.41600000000000004,3.064634875294358
0.417,21.8966732092016
0.418,29.399627893858472
0.419,12.253338068377422
0.42,-33.471059769160405
0.421,21.402976826586787
0.422,-36.76031665282191
0.423,-9.75484166582938
0.424,21.415252854037753
0.425,33.98803491997862
0.426,12.311580610985176
0.427,11.454266118093416
0.428,-31.755314624755176
0.429,30.689651242452232
0.43,-19.461074276988576
0.431,22.42087027316848
0.432,33.55685713396235
0.433,4.619341151710251
0.434,-14.114952210761896
0.435,12.520614917077086
0.436,-13.200141018270662
0.437,0.556884831802542
0.438,-14.67538526869216
0.439,22.850001561549124
0.44,-17.176950511652933
0.441,13.63944852194433
0.442,-2.0395308435598483
0.443,6.572591024674419
0.444,2.776750818560029
0.445,-16.944589016331705
0.446,-22.77782044632001
0.447,20.201361439740353
0.448,1.6228123281712747
0.449,-3.0920525684388185
0.45,-24.57591927894186
0.451,6.360890435275694
0.452,-47.54288693664582
0.453,-4.0565411165254215
0.454,-18.850064200862466
0.455,-24.042544609443144
0.456,14.398556339736398
0.457,-11.154095907551378
0.458,-13.328907312733932
0.459,12.915190118160236
0.46,2.0782207834348103
0.461,-13.860531323119224
0.462,19.988428963001965
0.463,19.61779982587995
0.464,3.975518613478814
0.465,0.9682290803168628
0.466,-9.008449405325978
0.467,-5.674473708058138
0.468,3.803933140727204
0.46900000000000003,10.031318817966458
0.47000000000000003,-6.821837694282989
0.47100000000000003,-14.14236956380483
0.47200000000000003,-12.543626077127394
0.47300000000000003,-30.504915604883326
0.47400000000000003,8.553360815528357
0.47500000000000003,9.958140161158633
0.47600000000000003,-10.86758024448082
0.47700000000000004,12.057121745250429
0.47800000000000004,-20.0715108717666
0.47900000000000004,-9.057417241897044
0.48,-29.899053891727405
0.481,12.090711204881902
0.482,22.55195380289635
0.483,-29.867306062318193
0.484,-9.962922865984531
0.485,22.787036496109984
0.486,21.843580088011592
0.487,-0.34076476819148505
0.488,-0.5545994994776224
0.489,12.588609790846645
0.49,-20.039282427332697
0.491,8.818946320607882
0.492,1.7974587799409893
0.493,-23.056157928607274
0.494,0.15568690403257351
0.495,2.047165669068935
0.496,-12.959579502931131
0.497,28.236428879003732
0.498,-27.65358795238681
0.499,-12.339828005336281
0.5,31.213577790276524
0.501,-4.647768153968949
0.502,10.373875353981145
0.503,13.256643529161552
0.504,-22.672069597419288
0.505,8.039671917369043
0.506,-18.408280120822504
0.507,3.3747968474544234
0.508,-6.389795853805076
0.509,21.608397638592756
0.51,-5.340172094143517
0.511,11.399234593517201
0.512,8.309465912303239
0.513,26.805549044763456
0.514,27.100719415399343
0.515,-23.005198232746324
0.516,-18.425685870565996
0.517,3.2969087093290725
0.518,22.37733761496615
0.519,12.215864921552413
0.52,14.507293605195164
0.521,12.982547572553885
0.522,-20.381357075738308
0.523,-26.83189000259231
0.524,1.812477522738743
0.525,-55.14035258192741
0.526,-8.609789557006616
0.527,-9.468935975797597
0.528,5.564231291334242
0.529,10.635780108369822
0.53,-5.218954841630075
0.531,-43.01523131702049
0.532,6.204900085623971
0.533,-12.661408818207757
0.534,-14.529236863557093
0.535,-54.85072558024733
0.536,23.13051103301212
0.537,-9.531754368383845
0.538,37.96099059759121
0.539,-12.691460819961465
0.54,-3.8727198048964224
0.541,-1.6510345611045236
0.542,9.188495143663703
0.543,-8.080736957164401
0.544,-5.850872827630624
0.545,-6.233667855935452
0.546,15.879157331202407
0.547,6.842418284498176
0.548,-15.592521838209686
0.549,18.200585252899444
0.55,9.587522804774501
0.551,12.652655414416511
0.552,-6.990224838034754
0.553,-26.794703757770108
0.554,-22.86187337759576
0.555,-30.24344905030854
0.556,-32.0259576064418
0.557,2.525167462856335
0.558,5.203492832839194
0.559,-15.846375950134766
0.56,13.032183295102268
0.561,-25.99280408157863
0.562,-21.63549163511488
0.5630000000000001,1.5199630806533635
0.5640000000000001,-14.195996233167486
0.5650000000000001,-31.051470516348086
