time,amplitude
0.0,10.339892729889211
0.001,-20.469583314393628
0.002,28.76974865919186
0.003,29.413806715463597
0.004,5.3541088201305636
0.005,20.148835836817135
0.006,7.5051911068834904
0.007,-9.991330715968715
0.008,-10.53446731832851
0.009000000000000001,-30.680473758395248
0.01,7.113523676416845
0.011,14.976686216229501
0.012,-17.439679645646873
0.013000000000000001,-4.049729220300414
0.014,3.9595017720601096
0.015,10.222608752982138
0.016,-21.72761204773271
0.017,21.768176317799785
0.018000000000000002,24.27726315412584
0.019,19.740745780886467
0.02,-5.310859342948299
0.021,1.2580144267986084
0.022,1.3362226195166578
0.023,3.4656569379613087
0.024,5.153522099286678
0.025,5.818352656670798
0.026000000000000002,39.91225386541359
0.027,-24.365967898110185
0.028,-2.31446762005461
0.029,-3.5947923978387903
0.03,-14.985495578844192
0.031,-1.3683999992981586
0.032,2.4651609220352917
0.033,-14.670912625949596
0.034,21.26161246489966
0.035,-2.3223466505159847
0.036000000000000004,21.945672306771986
0.037,23.38978190583628
0.038,-12.189006116596467
0.039,19.86793641625794
0.04,-26.988275597468217
0.041,-2.1881998161461405
0.042,9.757143747576634
0.043000000000000003,15.312714186718168
0.044,-2.071328249022173
0.045,-3.2788783601974343
0.046,-12.552791561052752
0.047,2.3864204501450317
0.048,-10.671012568602045
0.049,-1.2808718938387886
0.05,14.103708258819385
0.051000000000000004,-11.666819365191548
0.052000000000000005,25.980540301395514
0.053,8.802270072365737
0.054,13.021598141271134
0.055,10.166138664722398
0.056,-17.093086220062734
0.057,-6.7302505110093245
0.058,-31.08637047652299
0.059000000000000004,-12.53512385874782
0.06,4.328028140360947
0.061,-34.63340685959966
0.062,-12.01407126684153
0.063,4.785850138079344
0.064,36.74389086604666
0.065,12.009234265454142
0.066,-14.21438943779787
0.067,-58.29599707944268
0.068,11.101601341778295
0.069,-19.667637974561757
0.07,19.769617902551698
0.07100000000000001,7.969177110210705
0.07200000000000001,-4.571909489981337
0.073,3.585585156673208
0.074,-40.125718876330076
0.075,-35.72553712801547
0.076,-28.124734024336206
0.077,6.064160570189215
0.078,-42.19996451145646
0.079,-1.9828216118064415
0.08,8.712485360468893
0.081,9.75827155445084
0.082,1.1945570702429977
0.083,3.6724699843700472
0.084,6.493252196834902
0.085,23.748026725954105
0.08600000000000001,11.429750573988672
0.08700000000000001,25.76902986976432
0.088,-20.42865854281759
0.089,-4.294516997390744
0.09,-5.005178231101596
0.091,-34.88096719911366
0.092,-10.925075882489304
0.093,-1.4809701810791172
0.094,10.718074057857844
0.095,8.02244690607047
0.096,-3.6337839225718813
0.097,25.830075963537844
0.098,37.91401359213936
0.099,3.5555918696661064
0.1,-26.866124960803138
0.101,26.963152220727153
0.10200000000000001,7.776169487712321
0.10300000000000001,-14.929207868956494
0.10400000000000001,5.779538694425087
0.105,-20.82760672321801
0.106,-6.6911626226478775
0.107,6.523247796276909
0.108,-24.697283668575366
0.109,-5.21300809984846
0.11,1.0554215321860008
0.111,-4.4376959469545865
0.112,-9.812398116027712
0.113,24.760360556464427
0.114,9.81864644355672
0.115,26.1632555183735
0.116,36.64880028302645
0.117,2.9023096221433686
0.11800000000000001,-14.633516652317445
0.11900000000000001,-8.55529305863193
0.12,-8.22417873742424
0.121,-4.342752327023371
0.122,-1.531574912981674
0.123,-2.310535454665398
0.124,-5.59413513854761
0.125,6.958972356157344
0.126,9.24351255235631
0.127,-11.815490302069279
0.128,-36.30433034669198
0.129,1.7735122339980756
0.13,-2.0430604954786755
0.131,-24.675280826197657
0.132,-5.549308811593511
0.133,-23.204025034198533
0.134,-24.95537571647684
0.135,3.790950952957714
0.136,23.92832210820641
0.137,-20.212617240532015
0.138,-20.734425736143404
0.139,10.649890042649238
0.14,-2.480853173689024
0.14100000000000001,-8.152267104804888
0.14200000000000002,-41.810563821069884
0.14300000000000002,13.759133036841279
0.14400000000000002,-3.465937510902564
0.145,15.12867601860096
0.146,3.0129876784874146
0.147,-22.234481382172746
0.148,-5.600686635261877
0.149,-7.216134900736478
0.15,11.660017849226923
0.151,3.5470050609118786
0.152,-4.27506132902306
0.153,-0.13062154420527694
0.154,-27.174483141967364
0.155,-15.441322411477145
0.156,2.30041414148357
0.157,-12.230895179915661
0.158,1.7553574641285181
0.159,23.060812717861907
0.16,7.672880720943926
0.161,2.906862133877612
0.162,-1.3666417784655094
0.163,20.344231309952374
0.164,0.30409106834736543
0.165,-9.123462807258294
0.166,15.604286445462309
0.167,-15.363552001507243
0.168,-16.08803612733386
0.169,12.344117667015846
0.17,-16.81502105409683
0.171,20.362764082043064
0.17200000000000001,42.19659580540306
0.17300000000000001,8.333612000713243
0.17400000000000002,1.5796839488410215
0.17500000000000002,30.1600736409013
0.176,20.415507336971096
0.177,-14.985841495447257
0.178,32.79337436039742
0.179,5.799901262838949
0.18,22.263051577667905
0.181,-21.187392479103597
0.182,-41.18930712056159
0.183,-25.04999911782728
0.184,-7.3976653635547756
0.185,34.88493993950496
0.186,8.235235627256415
0.187,-38.88882653334669
0.188,34.75881011236006
0.189,6.693383445446933
0.19,3.243495894566582
0.191,-37.52521122357699
0.192,-10.913938915828155
0.193,1.03262979192103
0.194,-1.2365176097057682
0.195,-0.21532337646046829
0.196,7.778262796089317
0.197,23.089058905264793
0.198,16.068409206460345
0.199,27.625886176113568
0.2,1.1269266775444817
0.201,22.10236804927287
0.202,-2.8482144512063123
0.203,8.10317300875863
0.20400000000000001,-13.480305965391713
0.20500000000000002,-16.77298499900209
0.20600000000000002,-9.871955826414064
0.20700000000000002,2.1852497901077843
0.20800000000000002,9.504669332310213
0.209,1.448636724643399
0.21,2.7350147842606574
0.211,-6.652900419978126
0.212,1.6014197891202364
0.213,6.044391615490991
0.214,-39.43893688905038
0.215,-10.451767136312002
0.216,6.418277907841106
0.217,4.23935593972356
0.218,-14.525653188148093
0.219,21.631635726972867
0.22,-16.169112207703293
0.221,8.087061706180602
0.222,43.39657543452645
0.223,-28.783611288386417
0.224,-16.102507662943
0.225,-15.502660317524162
0.226,0.6934751439934008
0.227,-20.68081725937262
0.228,-20.303402397552386
0.229,-4.3732103758629846
0.23,29.5046993195648
0.231,9.769183937521301
0.232,1.913912971220789
0.233,-3.123245071964945
0.234,-18.822327777488763
0.23500000000000001,-5.9365627413355275
0.23600000000000002,-18.69583324188445
0.23700000000000002,-10.505115393690625
0.23800000000000002,-4.893334681579783
0.23900000000000002,16.057357801887985
0.24,-15.082424756735305
0.241,-42.20936311260139
0.242,-2.9062213253258475
0.243,28.99679201017115
0.244,-0.9910719466455313
0.245,24.653694907106757
0.246,12.164591891032638
0.247,26.64879241826229
0.248,-34.627938436882246
0.249,-30.454634240775725
0.25,4.407999674429693
0.251,16.273877549767377
0.252,18.39857203624937
0.253,16.07527809912388
0.254,34.04728088442919
0.255,-18.393457202771497
0.256,7.57387293181175
0.257,29.517815229127628
0.258,41.31993961177969
0.259,15.291841946437726
0.26,5.767531679686623
0.261,-1.5463227530532295
0.262,7.013304778938984
0.263,19.752108222780734
0.264,-8.055892910772265
0.265,37.558643821937224
0.266,16.20129323477204
0.267,-21.631771657010823
0.268,-9.48772200689953
0.269,0.7652520327752661
0.27,47.53917411490056
0.271,7.043413179170789
0.272,-19.32897595591757
0.273,8.894424808319924
0.274,9.553360702878942
0.275,-8.941364256780368
0.276,-26.874497284758412
0.277,-8.12313532859837
0.278,10.598971717434683
0.279,4.2920519040831016
0.28,11.707817298297574
0.281,28.033549603192967
0.28200000000000003,-20.47134739163529
0.28300000000000003,9.96258092755646
0.28400000000000003,10.603086346710269
0.28500000000000003,0.07921953464390794
0.28600000000000003,11.803003902747946
0.28700000000000003,-5.79969543548283
0.28800000000000003,3.1337772311900123
0.289,-2.6628936728123818
0.29,-9.319176459351699
0.291,-3.510505001460686
0.292,-12.216445782792858
0.293,2.5782402486839286
0.294,13.321359195827025
0.295,31.833974798329514
0.296,-21.132309599183856
0.297,-19.3351342492962
0.298,-27.944161966771397
0.299,26.89376929246877
0.3,-26.734848250459862
0.301,2.2682960047296246
0.302,-2.8149270319954596
0.303,40.55631517952306
0.304,-10.49040624457485
0.305,4.592140179118451
0.306,16.45732527602248
0.307,-43.217157652319244
0.308,-35.59898936672256
0.309,19.123546481852788
0.31,-12.911644861729302
0.311,38.59408695207626
